uuid,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31
6e8f12ac-3957-46f2-9b74-dc160dc17695,-509.1809998,41.41228104,-11.47430325,5.018135548,-14.87043858,2.812443972,-3.618060827,-4.663088322,-3.56815052,-3.79656744,2.256686211,-4.504693031,-1.781367421,0.392997831,0.401518822,0.448938906,0.472995728,0.465214223,0.47141844,0.455674827,0.455142289,0.447029829,0.453796536,0.459865153,0.421509773,12.23990706,9.161184042,10.93955377,11.41385467,13.19364262,14.21920374,34.26608173
4b048190-c476-40b9-bc2e-e90da1874ab1,-507.1286011,38.93903732,1.334080458,17.13746452,2.923037052,7.064619541,1.198099852,-5.767028332,-8.401406288,-4.730614185,-1.41283524,-3.378477812,-5.632784367,0.328227162,0.356031537,0.403071433,0.406220555,0.349727869,0.4118191,0.443059295,0.391429603,0.438904405,0.409116268,0.350402266,0.318386436,15.62907271,12.80860367,16.17910541,15.88075894,16.34621615,16.27274454,39.2764837
41597f8d-508c-431f-983a-e44c388b5246,-488.440094,22.41091347,-0.076491483,1.869409561,-0.592950761,1.425467968,-2.871845484,-0.059673361,-1.052805305,-2.826009512,-0.373676807,-3.019272089,-1.035969853,0.152912557,0.15631789,0.1526196,0.148325831,0.143905893,0.150904804,0.171230212,0.191419527,0.168566033,0.163768828,0.150340587,0.147051394,15.46102332,13.89446696,14.75742068,14.76342813,15.30865754,15.4950517,22.2523326
b2f92c7d-f383-486b-b5da-d38186bf3376,-259.2022705,79.35807037,-16.28062057,27.47998428,-5.399425507,2.400156975,0.871118248,-4.321846962,-18.04003334,-1.837785244,-6.630717754,-3.690360546,-5.761283398,0.319435298,0.321536809,0.333997011,0.342813641,0.273164332,0.264178932,0.310971916,0.423058093,0.414494276,0.323166698,0.381380618,0.362222254,18.91379091,13.32325541,17.10136184,16.61403862,16.96324172,19.61348189,49.12538903
65d41d50-8aa8-4ac6-9b09-996f4fc43ffa,-789.9691772,9.447797775,-2.557783127,6.814966679,-3.76654315,0.916793048,-2.310570002,-0.66009593,-0.800750077,-1.122137308,-1.659027696,-0.975641966,-0.027038619,0.07325945,0.07036604,0.063412055,0.068605855,0.065501988,0.059790902,0.05431984,0.061733168,0.060802802,0.074996099,0.088797532,0.078615658,12.66644475,11.96492353,12.3784516,12.39040633,12.59059212,12.96558954,17.23682093
6d9da028-e6f6-45d1-9ee2-b61d5b1ebf3a,-748.7005005,70.07218933,-19.2490654,31.78333664,-22.80269241,12.8614397,-16.21627808,1.068976402,-6.056457043,-0.301758975,0.328312397,-1.049745917,2.782467842,0.445110947,0.43940565,0.483991116,0.479400486,0.543989897,0.471598327,0.376818001,0.438411236,0.432522625,0.42503199,0.398660719,0.357175708,14.29717652,11.57748586,15.69901445,13.82261575,13.9660352,14.37493482,52.46849954
8415865d-ad88-4f5d-825f-aa970dd6f523,-461.9670715,34.59645462,-3.963904381,15.25031948,-6.932211399,-0.614545345,-6.527200699,-2.147417068,-3.067302227,-3.906541824,1.305016637,-3.933619738,0.879901826,0.560806215,0.565149546,0.583173513,0.595704138,0.596285641,0.518027365,0.426946163,0.436435729,0.473615408,0.544475436,0.568065226,0.55938971,15.29100813,12.03399478,14.01623191,15.02984124,15.22867904,16.82930689,46.55901308
567b34f7-e114-4857-9da4-11a4e5e5e7b9,-518.7049561,44.6583252,-9.729995728,15.7977438,-9.600364685,7.399334431,-13.8342886,3.31814909,-10.04978085,1.280126691,-1.314723492,-7.290436745,-0.68271476,0.24044916,0.243292615,0.278695107,0.267198771,0.271644145,0.283321768,0.26860857,0.238126829,0.244216844,0.276954323,0.303050697,0.256234437,12.93378177,9.480893554,10.55201704,11.13299803,11.8153491,12.93753673,31.31530659
2bf8823d-9212-4cd9-9eb6-564cd5f1ddf4,-470.226532,30.41174698,-21.4386673,15.37417889,-8.588896751,15.94627666,-8.512019157,-5.045714855,-1.542701364,-6.006579399,-4.469447613,-9.453227997,-1.539444923,0.442075849,0.441410422,0.515841842,0.444235951,0.424688458,0.422816575,0.655542672,0.689710498,0.441426933,0.343675703,0.353079289,0.436721116,15.74239588,11.68244121,14.19031044,15.78379397,18.10973035,17.1783652,47.82029386
843d0600-495e-441c-88f9-18695bf67b24,-376.6238403,45.97307587,0.315926492,19.60211945,-4.874406815,20.87903595,-7.1328578,7.875729561,-2.069371223,0.290474564,-0.124658331,-7.20519495,-1.55499506,0.235689446,0.225799248,0.280299306,0.412844479,0.449451149,0.357551098,0.283516586,0.31304419,0.343258768,0.40369311,0.405169249,0.325676501,17.8525171,15.55715476,17.00603667,19.06199228,21.16872484,22.089617,55.37350451
ae4b17b8-7b3f-434a-a894-d4257c7394f5,-390.3603516,33.09952164,-32.04445648,16.05927658,-35.19538116,9.886835098,-10.48830795,1.360290051,-17.50897408,-5.304205418,-6.904912949,-4.305830956,1.302201033,0.491611719,0.533868194,0.614970863,0.703795612,0.587709188,0.407620102,0.370711893,0.45186764,0.469172716,0.43036887,0.394921243,0.435844749,15.0377372,12.39541327,13.54467703,15.50351632,17.23778101,18.48246645,51.65382947
7045f072-0549-40fc-93f4-31dad1cd73aa,-728.5335083,94.46338654,-35.48419571,33.02229309,-11.33868694,7.674183369,-5.658687115,8.584007263,-14.03579235,6.683431625,-4.284543037,-4.022204876,2.233716249,0.506882012,0.575020969,0.614046693,0.532055438,0.596923947,0.633888543,0.713084996,0.842602253,0.696869731,0.665025949,0.647922993,0.601863384,13.57461647,11.09186699,13.19389228,13.06977903,13.98542899,17.68078188,51.11027262
34afc04a-f483-44e6-9170-35910bea3800,-571.6896973,21.50948143,-6.719649792,3.764777899,1.159608364,0.991976917,-1.986620307,-2.006930351,-3.386137486,-0.439474285,0.34754321,-2.692321301,-1.407471895,0.193069831,0.20857957,0.232136995,0.230071619,0.201842129,0.187865049,0.211705402,0.21682404,0.202177882,0.187578008,0.184010625,0.185117722,12.34069011,10.80285138,11.34086905,11.76109316,12.22716189,12.76814519,21.6701557
fdf21a58-6a14-4523-a5f3-4f76f5d74b0a,-393.0784302,56.66551971,0.082948253,5.200222969,6.352080822,-4.443567753,-2.916232824,-0.697285235,-2.164547205,2.500104427,4.869944096,-5.519850731,-5.936536312,0.423249632,0.427878201,0.443727255,0.507216752,0.58087188,0.573637307,0.574694455,0.68834722,0.722849071,0.581294835,0.48272112,0.429727763,14.43174046,13.14846996,13.39252384,15.04103687,16.01562388,16.67391108,45.25006575
d630feb4-78c3-4eda-a6f0-117ca989b0fc,-1095.857666,-0.94346267,-3.629920483,-1.298165441,-4.260163784,-5.995475769,-1.916451573,-4.3445158,-0.961828709,-1.258175611,2.500613689,-0.83701694,1.456772327,0.722203374,0.816930294,0.982527375,0.915127754,0.748377144,0.626873255,0.891093791,0.790507376,0.772551715,0.728055656,0.609105587,0.665491581,17.41020619,7.967276823,11.35905249,11.3964251,13.27698417,12.89167545,43.33170495
74f31b0e-04b6-476e-ad84-857c83a20914,-488.8538513,16.18955994,-20.71240616,9.92745018,-7.258032799,3.808176041,-4.011283875,-10.2252655,-3.090204954,1.853833914,-3.115201473,-5.97352457,0.772219896,0.165719435,0.159081176,0.122406699,0.141959935,0.150603652,0.177287355,0.210050091,0.236732602,0.228954941,0.215094909,0.234686494,0.205196023,12.79140586,11.5698572,13.44775591,14.38499658,16.03878345,17.60828472,26.72846994
964949e7-f144-4889-aa6e-aaf2aa07041e,-475.8450928,51.47333908,2.504502058,19.08104706,8.828378677,4.211485386,-4.750094414,-1.852020502,-5.099684715,-5.227017403,-3.864317179,-4.12970686,-2.035749435,0.323453873,0.346997052,0.416185796,0.422377527,0.375732899,0.390717804,0.488744467,0.542019844,0.520571768,0.419054419,0.413183242,0.366685539,16.00833163,13.40256571,15.86263189,16.85585114,17.34638999,16.68941455,47.83427983
e17a355f-75cc-4198-8278-9fc73deff6aa,-451.5179749,21.95159149,-17.46101761,3.342242479,-4.524450302,1.289800644,-9.889686584,-5.156665325,-6.49739933,-3.034178257,-1.746132135,-1.746833801,1.43630898,0.553421617,0.542939425,0.531217694,0.548007071,0.532057047,0.551561117,0.555019557,0.585923493,0.641808569,0.651132703,0.586208165,0.572878122,12.91094252,11.33331015,13.66105316,14.41857233,16.37647234,17.40295989,43.90803946
80bd66e0-cffa-4add-9b51-2c3f17e53ba3,-542.3120728,17.96006966,-8.78540802,8.735897064,-8.729532242,7.334884644,-6.999682903,-2.477676868,-9.656502724,-0.807539284,2.061934233,-2.624037504,1.139178514,0.569902778,0.614890456,0.628255486,0.600378156,0.601793408,0.641328633,0.67613107,0.633946776,0.617382288,0.619753957,0.597319663,0.585886836,12.76202645,9.721435465,12.8911171,13.68035118,15.062331,16.25472217,41.4816457
9963520e-8f74-4da8-aa83-d8a36705eed4,-722.8615112,89.10979462,-50.41701508,33.62852097,-17.43846512,4.302710056,-8.583324432,0.642745197,-10.54174328,-2.733859777,-2.280122995,-10.02415752,2.758793116,0.530930102,0.542151451,0.60699743,0.6267699,0.63364315,0.64464128,0.661189556,0.697502911,0.663936198,0.661099195,0.629577458,0.567517042,15.27035823,9.761157353,12.74581037,13.1939894,14.37170838,17.90726354,50.02679323
86a24c43-6d17-4cb8-910d-7eb3f0702f4d,-735.4454956,57.84996796,-6.806316376,4.421279907,-10.33192825,-3.349782944,-20.63413429,-17.75841904,-4.106370449,-1.580622673,-3.896903038,-8.354244232,3.342779636,0.399362266,0.319671631,0.277326524,0.327302426,0.345119804,0.404794306,0.368880033,0.313892275,0.263461828,0.258971602,0.323060185,0.403262228,13.70142572,14.18415289,17.96522813,17.21147456,18.85160884,18.33556024,42.8513719
875ae842-aead-4871-a26e-6cd7ded98a54,-485.097229,77.8155899,15.34745312,6.420369625,-4.094670296,-3.450784206,-16.6848278,-15.87058353,-15.28168201,-9.057321548,-6.397627831,-8.768091202,-6.868796349,0.39504239,0.427302092,0.383992881,0.250237614,0.246842131,0.301213503,0.362223297,0.342604488,0.300846577,0.284474313,0.261945307,0.299286008,18.1786463,15.34661416,19.52874411,18.86309888,20.31304507,17.71844206,46.23387513
8c6fdd1c-a376-4699-b74e-4cefbf0ef952,-707.9667969,101.9817657,-60.38934708,6.710883141,-29.8266468,19.49688721,-9.766692162,7.791389465,-3.372153282,-2.119103193,2.345082045,6.874909401,10.40631771,0.887746215,0.442354888,0.38403973,0.37174958,0.36261642,0.362126917,0.289345503,0.249759421,0.223644957,0.207996607,0.196805969,0.292319924,21.39389446,11.38567591,13.86174113,16.11396142,18.10439827,16.76014756,58.70001286
eb1c4af8-95cd-4553-a05c-bf770d7ca2d9,-284.8585815,107.598465,14.61036968,10.84030247,-9.086959839,1.806077361,-18.2328701,-3.803459406,-2.598468542,-14.56109142,3.476857424,-1.57943058,-5.661617756,0.356404513,0.402534872,0.384532809,0.403981656,0.419817418,0.343832165,0.30546242,0.224159271,0.220222965,0.244332194,0.265294641,0.318968087,16.19650997,16.38733016,19.60420068,18.3874114,21.04190468,20.79547239,48.96141206
d6c13cd8-f41d-4eee-89c2-ed584138286f,-796.6660767,-0.608016133,1.305956721,5.791958809,-6.719983578,2.547183275,-5.683954239,2.123728275,-4.397119045,0.919334531,1.89806664,0.223012567,0.342798561,0.683880329,0.724992156,0.731203973,0.729199469,0.711001217,0.732678056,0.739873648,0.75668931,0.779612124,0.750838935,0.730982244,0.684525847,9.208679759,8.600386433,10.21229564,10.79596238,12.31211709,13.60362384,45.01786827
209b7bd2-a8bb-45d7-a0ff-b1a21a8df7a4,-345.0098572,67.6717453,-27.84392166,-6.870968819,-24.43130112,1.625259161,-14.93946743,-10.31212234,-19.98807716,-3.553587198,-8.474250793,-14.51659679,1.144335151,0.355706513,0.32013008,0.264623731,0.23636885,0.259828925,0.330629319,0.362580091,0.430220753,0.470816225,0.424396574,0.378704876,0.346886545,14.17084016,13.60882421,17.29937914,18.16817721,18.89732987,19.5787235,47.61185461
00989cdb-ba34-413f-9c0a-ffa6864bf54e,-488.662323,44.53515625,-10.13239288,28.33995438,-12.72520447,-0.388778895,-9.553788185,-9.195492744,-6.421629906,-5.311755657,-6.647229671,-7.35737896,-1.917346597,0.276296258,0.284952313,0.267187566,0.268175542,0.207745969,0.195406526,0.247820958,0.230400264,0.236102313,0.347453147,0.335680366,0.303769112,12.09683313,12.79722756,14.29383985,14.03686224,16.50869707,17.26337559,35.86056247
0c193535-6047-4537-a71d-eb9a507616cb,-290.061554,93.35825348,-35.47229385,24.46637344,-16.74441338,9.427880287,-20.45925522,-10.4595623,-20.41613197,-7.778548717,-0.314558357,-10.33876324,-4.364626408,0.24012509,0.28433764,0.326998949,0.388926476,0.383066922,0.40514344,0.377406746,0.32621327,0.327152222,0.29738453,0.267411411,0.252274603,16.71653941,14.64682964,18.08448421,18.80566671,21.34072072,22.16233021,54.01570281
259ecdd2-5641-4b33-966d-7cf0b3af87a5,-317.9349976,56.28335953,-15.90901852,24.66736412,-37.07172775,15.15367508,-26.67373085,-5.740213394,-11.98265743,-20.54188156,-0.313800097,-11.21093273,-2.932027578,0.375825256,0.41058895,0.371466011,0.339797795,0.390570879,0.43404749,0.447957754,0.416809142,0.342265248,0.304275692,0.297572255,0.330787033,16.31891495,13.21622952,15.61517219,15.72248437,17.59576961,18.44080196,52.55121144
51f4a476-db00-4e97-bedc-1ca3edb97bea,-454.8194275,56.33976746,-18.14927483,14.95164871,-14.30213261,-2.864965916,-18.27677536,-9.337103844,-8.372924805,1.742811561,-9.862043381,-9.652877808,-0.653065264,0.311970294,0.283267438,0.242626011,0.222845852,0.312639087,0.252050519,0.282811612,0.318865061,0.266485125,0.304932684,0.266283125,0.385440379,14.1164391,15.29857129,16.06983637,17.76623084,17.80831458,17.4928213,42.60734354
520fe4b6-a717-4c56-b2f0-9f168df246e3,-706.5998535,10.26929474,-4.810317516,8.535925865,-13.70159245,11.69722748,-9.339588165,-1.738353968,-1.759356737,-3.449682474,8.008194923,-6.443163395,1.417547345,0.402704477,0.437920362,0.479255736,0.56676048,0.582363188,0.571060658,0.662125707,0.582110941,0.447683841,0.401077956,0.371069312,0.385981441,16.76189175,12.63484979,15.12817423,16.05999538,17.54009781,18.8848525,50.88167818
80245eaa-f87e-4b88-82a4-c135cb73f5e3,-763.4945068,26.76980019,2.808063745,4.145064831,-4.139567375,2.463212967,-2.325516224,-1.214872956,-4.353354931,-4.676736832,-2.143438816,-3.29036355,-0.929397285,0.375212252,0.400474519,0.374853671,0.394928724,0.435233444,0.478770912,0.445727885,0.390995175,0.375745475,0.343496174,0.357187837,0.372213453,14.40037511,12.75979019,13.93679902,14.07127819,14.5804559,15.09157544,33.91685899
6882f81f-7a9c-404e-9621-57f9aef80b7a,-741.4523315,70.17435455,-27.15360451,30.8629303,-28.87107658,18.72198486,-12.5348587,5.659111977,-8.955247879,-2.008147001,-3.840539217,-0.416636527,4.030849457,0.584251046,0.553755105,0.530129254,0.634358168,0.512147903,0.489367247,0.580694437,0.648574531,0.552598655,0.532945454,0.506419241,0.497102797,13.69307435,12.15106713,13.86975719,15.52511135,14.73778654,15.35175525,51.63053399
7169e5ae-15c5-48b8-a93c-27c87c630552,-494.7677002,32.12492371,-5.844078064,16.37212372,-6.334171772,10.30901909,-8.555548668,2.953507423,-16.29251671,-5.531526566,-1.931606889,-4.108634949,1.237543821,0.197810218,0.248088583,0.305378765,0.254169106,0.254516989,0.302962542,0.28518945,0.282871664,0.2775819,0.252958894,0.243627667,0.20969303,14.42467115,12.77424383,14.15277489,15.01695899,15.56073728,16.18042505,36.35863678
3aebdd02-f060-4e26-9101-1cafb0eb7756,-504.2488708,83.72868347,-29.29940033,41.27724457,-15.28319454,2.317359686,-6.633906364,-8.308709145,-11.36961174,-5.378637791,-4.336205959,-10.010849,0.181224495,0.387528837,0.317787647,0.247956574,0.249220416,0.299949735,0.320304602,0.324661434,0.354770541,0.386573941,0.368287623,0.420943469,0.459423423,16.91797037,11.85071461,12.93505137,12.81186711,14.47703056,17.07780657,39.81675926
73786652-bf01-4a78-8e04-7c44a77d5108,-503.4517212,37.24132156,1.280541062,16.57578468,1.63742578,5.908644199,-5.502429962,-4.249241352,-9.46322155,-7.955523491,-6.482051373,-6.885326862,-5.743184566,0.457466245,0.523072839,0.578689754,0.627239108,0.63057524,0.497467786,0.589734733,0.343503445,0.296145707,0.272458673,0.318048328,0.390970826,16.60073388,11.67705547,13.98172758,14.92930875,15.60232485,16.31675318,43.26984899
a9fb93fc-2daa-4d87-a335-422bc485ed9a,-430.8440552,71.53462219,-14.62294483,-10.02910137,6.285773754,10.46695328,-0.967006803,-12.12540531,-5.203135967,1.699458003,-6.542143345,-10.75644398,-3.933429956,0.335403979,0.372513235,0.355737865,0.399523318,0.467654198,0.569337904,0.573860288,0.495350361,0.446537286,0.376852036,0.27155003,0.306037992,19.21996355,15.17026674,17.44188132,18.09476149,23.68644868,19.28815833,43.59957655
75944196-10b2-4104-bf1c-501a15d3e258,-473.9831238,47.09902573,-10.28726673,15.03294849,-11.61715603,10.88356876,-0.137995943,-2.282512426,-9.871458054,-5.069568634,-3.174238443,-9.399543762,1.173750758,0.3744753,0.35013029,0.282115132,0.281106889,0.286485434,0.308074087,0.331852734,0.310038,0.284350544,0.271224111,0.315805733,0.34122026,13.83679688,11.13997148,13.45507372,15.23395946,16.58906414,17.69144401,35.31549235
85f9ef31-44b1-4761-aa36-ddf741f43975,-385.2625427,41.49648285,-25.81811905,11.16776466,-20.3121109,6.845173836,-19.75016785,-0.57343781,-11.20965576,-5.753695965,-3.034855127,-6.822610855,-0.015880445,0.516615272,0.478608668,0.424702376,0.42937839,0.478718162,0.481102318,0.454699188,0.427637756,0.459209412,0.486510396,0.462981522,0.464058727,15.18228001,11.47358036,14.78081392,16.14755912,15.91260223,16.13402796,48.62735824
7ece7e93-9098-45f8-bad8-44b91ae96ac6,-466.934021,68.55678558,-8.044282913,12.93550205,-19.13633728,-0.151137277,-7.142035484,-10.88465977,-8.617578506,-10.5516243,-4.123671055,-6.398758888,-2.070463896,0.524952769,0.63091439,0.704122782,0.749932647,0.557307303,0.451510817,0.467212886,0.52151984,0.482113898,0.467104644,0.42668128,0.507771969,18.07738949,11.33420358,13.98198982,13.87320948,14.36066186,15.76840725,48.46296986
0c6e544c-c525-4c91-a2b1-3f5cc5902680,-465.5983582,30.5289669,0.353054971,20.00066566,-8.511987686,8.597008705,-5.586024284,-3.582294941,-4.209839821,2.655904055,-5.952208996,-8.728428841,-0.81412065,0.383765578,0.292294741,0.272071719,0.540623903,0.799815238,0.596462786,0.256055981,0.292683482,0.356430262,0.311446488,0.346675575,0.595703721,20.67656758,12.93237579,14.85648872,14.93861106,16.99196136,16.91858118,48.8205308
4d86b352-ff7b-47c2-a289-c4fe8621eaf0,-284.351532,73.69593048,-2.124099493,0.663379967,-0.766262472,-10.87801552,-12.79446507,-5.192468643,-7.422464848,-0.732079566,-0.929163337,-2.483847618,-3.090685129,0.404477924,0.476401269,0.620579779,0.536814094,0.451928169,0.325439245,0.316620231,0.326350778,0.337658644,0.325378835,0.369710088,0.418184459,17.81261909,12.5516143,15.50972365,14.78497632,17.64165132,18.681122,46.09828369
19330939-8cf4-47cb-bd9b-1cf57d1fe985,-726.5050049,98.05483246,-31.93669319,32.27672195,-12.70900536,4.94896698,-10.50760174,7.332222462,-14.95727348,4.804486275,-4.622319698,-3.663446903,1.312120676,0.539713383,0.561589479,0.625485182,0.578730285,0.546623945,0.596818924,0.601253629,0.743040979,0.6911273,0.6605286,0.617152333,0.608718574,13.64269468,10.41776398,13.51256279,13.45496771,14.02903652,17.11925646,51.76317274
9558073f-2660-4123-81bf-89735c844e92,-455.9313049,134.1768341,-52.20944595,8.400163651,2.801534414,-10.82696438,-23.30200005,-23.23068619,-2.191375732,-11.72189808,-12.34160137,1.111392856,4.031522751,0.392204583,0.314547092,0.425162435,0.38033402,0.257044911,0.217105463,0.220610455,0.207326114,0.314869642,0.341896474,0.276846021,0.45224455,14.68090133,14.84178427,19.08808317,19.84912872,23.9209724,22.46432566,50.25093181
d7eaf296-36f2-4263-8234-523f6656b28d,-386.201416,69.14804077,-5.048555374,35.66466904,-8.76704216,18.56054306,-3.63897562,-5.691562653,-1.265378594,-4.717291832,2.342411995,-6.078959942,-1.264162421,0.428187966,0.403161317,0.42287147,0.451832563,0.429818481,0.456330895,0.468821794,0.436971992,0.450274616,0.470854223,0.494988471,0.509740055,17.83236116,12.95760309,16.47921314,15.71043477,18.33763515,19.45567045,47.45565553
15fa105f-eac2-4f47-a050-b9d50cc43606,-474.1555786,35.32779312,-12.97421837,13.25908661,-1.473628998,4.899653435,-8.865653992,-2.648991823,-2.690874338,1.558305502,0.61103946,-6.347150803,3.067617178,0.355901301,0.321524709,0.29909727,0.283921659,0.287296057,0.307572156,0.319092155,0.336808443,0.36941126,0.353521287,0.337203979,0.359618485,14.06596079,10.26805993,11.73897847,12.50955385,13.62274846,14.45522844,30.3845161
b59b07bb-f64a-46e5-83bc-e56326b8e08a,-1017.715942,7.162271976,-3.509536982,2.969300508,-4.064722061,2.053589344,-2.559588671,-0.363979518,-1.24829185,1.340444684,1.554964066,-0.918928027,-0.124927133,0.09523759,0.092518903,0.090903215,0.092685908,0.095573917,0.103080213,0.142819807,0.135216087,0.09216471,0.083807364,0.077284843,0.084818348,10.93301194,10.73487203,11.35311318,11.8839519,11.71295642,11.63738354,17.34529024
81ec9566-60bb-4cc2-819d-06fad37dd324,-384.1932678,52.00331497,-47.60929489,16.38442802,-10.07182789,0.070984036,-13.28178787,-6.67001009,-14.34737396,-6.785117626,0.135165319,-8.63995266,1.854427814,0.273762465,0.244877726,0.255279183,0.274947613,0.294637084,0.287221432,0.305309743,0.33829248,0.360441357,0.427520841,0.462309986,0.352921396,15.69265247,14.99153911,16.28414695,16.87811958,17.78163119,20.92663476,42.93038839
2b4f8e18-3f6e-4dcf-8ebe-677c9e27a2ce,-484.1773376,25.8585453,-12.65839863,2.584741831,0.218617052,11.59272861,-4.109757423,3.882817507,-2.376495123,-3.345099926,-0.764111042,-2.628940105,-0.363277584,0.135576203,0.145497963,0.20333524,0.284067482,0.215469748,0.16014792,0.147118703,0.16546084,0.202590972,0.171190977,0.135946915,0.129678473,15.16161183,13.18577762,13.38752086,14.36759608,16.21526616,15.41925114,30.68492406
a3303d3c-a4ee-4898-bbd6-3f50d918b6e7,-374.0523682,37.68793869,-14.58395481,-3.119323492,-22.76078987,11.84276295,-14.29255581,-5.849507809,-10.95212078,-9.911792755,-0.622992277,-4.730988979,2.431474924,0.391829878,0.356373459,0.391605377,0.451584369,0.470642626,0.361497372,0.31361571,0.310663998,0.528779387,0.380428642,0.356139779,0.397100359,15.89023368,12.47449468,15.12276027,16.9108479,19.08262649,17.81286726,52.47620794
